conceptType,conceptUri,skillType,reuseLevel,preferredLabel,status,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ecb6d4ea-5693-453b-8c9a-d6c68589319a,skill/competence,transversal,rozumieć język czeski w mowie,released,,Rozumienie języka czeskiego w mowie.,http://data.europa.eu/esco/skill/da0795a7-6866-4afc-81ed-5e3aa398f058,czeski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ed1614dd-5a66-4a95-968f-a0d46ecdce92,skill/competence,transversal,posługiwać się językiem tamilskim w piśmie,released,,Umiejętność redagowania tekstów na piśmie w języku tamilskim.,http://data.europa.eu/esco/skill/e9e9b625-f59f-4bda-952d-1f9831e6dfda,tamilski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/edd82d34-0ab5-45cb-9997-360e177ced27,skill/competence,transversal,posługiwać się językiem ormiańskim w mowie,released,,Komunikować się ustnie w języku ormiańskim.,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,ormiański
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ede98e07-f07d-41bc-99b0-f88bf0dad438,knowledge,transversal,bengalski,released,,Język bengalski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/efa7943e-28b8-4657-bccb-f04e86ba058b,skill/competence,transversal,posługiwać się językiem kurdyjskim w piśmie,released,,Redagować teksty pisane w języku kurdyjskim.,http://data.europa.eu/esco/skill/2874065e-6ca3-430c-912a-467da3c23704,kurdyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f018c29a-e837-4c4e-ac7c-aea212e0fc48,skill/competence,transversal,rozumieć język urdu w mowie,released,,Rozumieć mówiony język urdu.,http://data.europa.eu/esco/skill/bc546a09-1103-4184-b757-3508ef5f8490,urdu
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f16e242e-a0e1-4d3a-b8bc-0fc6eca50354,skill/competence,transversal,posługiwać się językiem kazachskim w piśmie,released,,Redagować teksty pisane w języku kazachskim.,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,kazachski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f1a08ec9-32d2-4e52-ba4a-66e049019be8,knowledge,transversal,albański,released,,Język albański.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f2d14962-e378-4df4-87ce-f1786df2b015,skill/competence,transversal,rozumieć język białoruski w mowie,released,,Rozumieć mówiony język białoruski.,http://data.europa.eu/esco/skill/6f55e44d-4494-4079-9b8d-01ac6912529e,białoruski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f37dbb3c-dafc-4835-86d1-de9615626f9b,knowledge,transversal,kazachski,released,,Język kazachski.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,knowledge,transversal,polski,released,,Język polski. Język polski jest językiem urzędowym i roboczym UE.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f58e2088-08c5-4680-83a1-18ba01299d4c,skill/competence,transversal,posługiwać się językiem hebrajskim w mowie,released,,Porozumiewać się ustnie w języku hebrajskim.,http://data.europa.eu/esco/skill/8a45f04a-cd28-4ac1-8e8b-ecfd21be0b18,hebrajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f5e51369-45c6-42b1-8ccc-d1826112e555,skill/competence,transversal,rozumieć język polski w mowie,released,,Rozumieć mówiony język polski.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f61a0a31-5b6b-4129-b5c2-99e10a5d7794,skill/competence,transversal,rozumieć język walijski w piśmie,released,,Czytać i rozumieć teksty pisane w języku walijskim.,http://data.europa.eu/esco/skill/8dbd15c6-ecf0-468c-8ae1-f6eb360743dd,walijski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f739ca36-437c-4f87-83bb-7a1933768d26,skill/competence,transversal,rozumieć język limburski w piśmie,released,,Czytać i rozumieć teksty pisane w języku limburskim.,http://data.europa.eu/esco/skill/cf5b3ca0-a844-42b9-b9cd-bd15465b9cac,limburski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7d66f52-6ea4-4ed4-a5b1-318c8eff6f47,skill/competence,transversal,posługiwać się językiem galicyjskim w mowie,released,posługiwać się językiem galisyjskim w mowie,Porozumiewać się ustnie w języku galicyjskim.,http://data.europa.eu/esco/skill/66212ff2-34b9-4812-be58-f53a0b751863,galicyjski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f9bc2890-d1f2-4a83-bd7b-b150a7679c79,knowledge,transversal,koreański,released,,Język koreański.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa8ee260-64dc-42db-a5c7-9d3b232767df,skill/competence,transversal,posługiwać się językiem polskim w piśmie,released,,Redagować teksty pisane w języku polskim.,http://data.europa.eu/esco/skill/f3e9b964-0c2d-46c4-a895-8b3583054d69,polski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fb299aca-b999-4829-9a40-f8379ac006f4,skill/competence,transversal,posługiwać się językiem malajskim w mowie,released,,Porozumiewać się ustnie w języku malajskim.,http://data.europa.eu/esco/skill/1f90c205-f869-4dcf-a374-c4fdeded9cbc,malajski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fbe75fa4-4f78-459b-858a-a30b29e7591e,skill/competence,transversal,rozumieć język waloński w mowie,released,,Rozumieć mówiony język waloński.,http://data.europa.eu/esco/skill/d54d7c00-87c4-4f78-af8d-e84577372974,waloński
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcbcdf4c-d079-4010-ab4b-8356fbfa5096,knowledge,transversal,ormiański,released,,Język ormiański.,http://data.europa.eu/esco/skill/9adca63b-9c75-4804-8dab-d62872540a10 | http://data.europa.eu/esco/skill/43f425aa-f45d-4bb4-a200-6f82fa211b66,opanowywać języki | Języki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fcd4892f-486f-4e86-b78b-146a95c546a1,skill/competence,transversal,posługiwać się językiem chorwackim w mowie,released,,Porozumiewać się ustnie w języku chorwackim.,http://data.europa.eu/esco/skill/6bc58e91-1827-4dc7-a9cf-2311edcba0ec,chorwacki
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff52e69a-8873-4827-b140-958dee5a62bb,skill/competence,transversal,rozumieć język norweski w mowie,released,,Rozumieć mówiony język norweski.,http://data.europa.eu/esco/skill/829f6eb5-0b26-4152-8eb3-82dd32b2b6f2,norweski
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff7f57d7-084b-4ec2-8e2d-2637b1ab3931,skill/competence,transversal,posługiwać się językiem prowansalskim w piśmie,released,posługiwać się językiem oksytańskim w piśmie,Redagować teksty pisane w języku prowansalskim.,http://data.europa.eu/esco/skill/57cc6587-7efe-4ba5-982f-ac15ce1617ac,prowansalski
