conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/13f7cd7c-6ec5-4186-8744-de3c780b973d,doradzać w kwestiach dotyczących krajobrazów,released,skill/competence,occupation-specific,,"Doradzać w zakresie planowania, rozwoju i opieki nad nowymi i istniejącymi krajobrazami.",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/6ebb869b-3931-4c7f-b168-07e2a271b1bc,udzielanie porad w sprawach środowiskowych | kierować projektami dotyczącymi małych form architektonicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/145fb42f-ebee-48e2-bdf8-2e935edc7158,dezynfekować powierzchnie,released,skill/competence,cross-sector,,"Stosować prawidłowe procedury czyszczenia przy uwzględnieniu procedur bezpiecznego obchodzenia się ze środkami odkażającymi w celu usunięcia zanieczyszczeń i zagrożeń bakteryjnych z różnych powierzchni, np. na zewnątrz budynków, w pojazdach i na drogach.",http://data.europa.eu/esco/skill/2bf2c727-ee42-4fc5-a4d7-2cd62b880433,sprzątanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,wpływ zmiany klimatu,released,knowledge,cross-sector,,"Rozumienie wpływu zmiany klimatu na różnorodność biologiczną i warunki życia dla roślin i zwierząt.
    ",http://data.europa.eu/esco/isced-f/0532,nauki o ziemi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,potencjał oszczędności energii automatycznych układów zmiany biegów,released,knowledge,occupation-specific,,"Możliwości w zakresie oszczędności energii wynikające z automatycznych układów zmiany biegów dzięki zastosowaniu w nich mechanizmów zapewniającym lepszą wydajność i możliwość przewidywania zdarzeń.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,efektywność energetyczna | elektryczność i energia
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,projektować absorpcyjne układy chłodzenia z wykorzystaniem energii słonecznej,released,skill/competence,sector-specific,,"Projektować absorpcyjne układy chłodzenia z regeneracją solarną przez kolektory słoneczne rurowe. Obliczać dokładne wartości zapotrzebowania na chłód danego budynku w celu dobrania odpowiedniej mocy (kW). Sporządzać szczegółowe projekty instalacji, zasady działania i strategie automatyzacji, wykorzystując dostępne produkty i koncepcje, wybierać dostosowane produkty.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,zarządzać planami przechowywania organicznych produktów ubocznych,released,skill/competence,occupation-specific,,Wdrażać metody i procedury dotyczące składowania ekologicznych produktów ubocznych zgodnie z obowiązującymi przepisami oraz polityką w zakresie ochrony zdrowia i bezpieczeństwa. Monitorować realizację planów i reagować w obliczu potencjalnych problemów.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,zarządzać operacjami w zakresie składowania | planowanie operacji i procesu produkcyjnego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,rolnictwo ekologiczne,released,knowledge,sector-specific,,"Zasady, techniki i przepisy dotyczące rolnictwa ekologicznego. Rolnictwo organiczne lub rolnictwo ekologiczne to metoda produkcji rolnej, która kładzie silny nacisk na ochronę środowiska i równowagę ekologiczną.",http://data.europa.eu/esco/isced-f/0811,produkcja roślinna i zwierzęca
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/189777b9-6e95-4f76-b8db-f8e0f0477bc6,opracowywać strategie w zakresie nawadniania,released,skill/competence,sector-specific,,"Planować wdrożenie metod i procedur nawadniania gruntów za pomocą sztucznych środków, z uwzględnieniem strategii zrównoważonego wykorzystania wody. ",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba | http://data.europa.eu/esco/skill/7a8fb784-67fa-41e9-a75c-6b491d91f800,opracowywanie polityk i przepisów | opracowywać strategie rozwiązywania problemów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/18d3f89a-6ac5-4ca6-bf93-0baec4e13bcd,instalować systemy fotowoltaiczne,released,skill/competence,occupation-specific,montaż systemów fotowoltaicznych | zainstalować sprzęt solarny | zainstalować sprzęt fotowoltaiczny | instalacja systemów energii słonecznej | zainstalować panele fotowoltaiczne | zainstalować systemy energii słonecznej | instalacja systemów fotowoltaicznych | zainstaluj farmę słoneczną | miejsce instalacji solarnej,"Instalować systemy, które wytwarzają energię elektryczną poprzez konwersję światła na prąd elektryczny, efekt fotowoltaiczny. Zapewniać zgodność z przepisami oraz prawidłową instalację systemu fotowoltaicznego.",http://data.europa.eu/esco/skill/a7065828-10aa-4aba-b7d4-f23a30df5060,"montaż i naprawa urządzeń elektrycznych, elektronicznych i precyzyjnych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192e12e7-6bf0-42e6-bfc3-70c08551f12a,oceniać plany środowiskowe pod kątem kosztów finansowych,released,skill/competence,cross-sector,,"Oceniać plany środowiskowe pod względem finansowym w celu zrównoważenia wydatków niezbędnych do poprawy stanu środowiska. Oceniać korzyści gospodarcze, jakie inwestycje te przyniosą przedsiębiorstwu w długiej perspektywie czasowej.",http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"opracowywanie planów finansowych, biznesowych i marketingowych"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/192f3ca9-2232-40d0-b241-387966ce2de8,przepisy w zakresie transportu odpadów,released,knowledge,cross-sector,,"Przepisy i prawodawstwo dotyczące bezpiecznego transportu odpadów, produktów i urządzeń niebezpiecznych i innych niż niebezpieczne.",http://data.europa.eu/esco/isced-f/0421,prawo
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a09db78-cbcf-428a-a23c-5c3f3951cc4c,monitorować publiczne punkty zbierania odpadów,released,skill/competence,sector-specific,,"Monitorować obiekty i placówki, w których znajdują się punkty recyklingu i gdzie można usuwać odpady z gospodarstw domowych, w celu zapewnienia bezpieczeństwa, zgodności z przepisami oraz publicznego wykorzystania tych obiektów zgodnego z przepisami dotyczącymi odpadów.
	",http://data.europa.eu/esco/skill/67117c88-c855-4fab-98c5-e322e838969f | http://data.europa.eu/esco/skill/0e0a44a8-654c-4e85-986a-fb4386114838,zapewniać dostępność obiektów użyteczności publicznej na miejscu | monitorowanie bezpieczeństwa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1a6c7e0d-fc13-41d7-a5c0-8ca00606de89,promować zrównoważoną energię,released,skill/competence,sector-specific,,"Promować korzystanie z odnawialnych źródeł energii elektrycznej i cieplnej w środowisku organizacji i osób indywidualnych w celu zbudowania zrównoważonej przyszłości; zachęcać do sprzedaży urządzeń produkujących energię odnawialną, takich jak urządzenia wykorzystujące energię słoneczną.",http://data.europa.eu/esco/skill/469e19ed-a0bd-445a-ae2d-4ba9430e296b | http://data.europa.eu/esco/skill/efb60300-0d55-4b2c-8038-8409587a4727,"promować zrównoważy rozwój | promowanie produktów, usług lub programów"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b,zarządzać testami jakości wody,released,skill/competence,cross-sector,,"Kierować procedurami badania i analizy jakości wody oraz dodatkowymi procedurami oczyszczania, zarządzając czynnościami rozpoczynającymi się od pobrania próbki i kończącymi się na przekazaniu jej do badań laboratoryjnych oraz zarządzać personelem i zapewniać zgodność z przepisami.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/0b3930a2-8a13-4932-8a09-4c72ec8af464,przewodzić innym osobom | monitorowanie jakości towarów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ab1449d-5b65-458b-b115-f5283a52da8e,doradzać w kwestii zużycia mediów,released,skill/competence,sector-specific,,"Doradzać osobom lub organizacjom w sprawie metod, które mogą ograniczać zużycie mediów, takich jak ciepło, woda, gaz i elektryczność, w celu zaoszczędzenia pieniędzy i uwzględnienia praktyk zrównoważonego rozwoju.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,doradzać innym | udzielanie porad w sprawach środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b6197c8-a08b-412b-8be0-ed6de108b17e,opracowywać usprawnienia systemów elektrycznych,released,skill/competence,occupation-specific,,"Opracowywać, proponować i wdrażać modyfikacje w celu usprawnienia systemów elektrycznych; skupianie się na zrównoważonym rozwoju, jakości i bezpieczeństwie.",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,opracowywanie systemów i urządzeń elektrycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b644187-7c16-4685-bc80-fe1279492dea,koordynować proces przetwarzania osadów ściekowych,released,skill/competence,sector-specific,,"Koordynować obróbkę i usuwanie półpłynnych pozostałości powstałych przy oczyszczaniu ścieków, np. odzyskiwanie energii poprzez fermentację, suszenie i ponowne użycie w postaci nawozu.",http://data.europa.eu/esco/skill/75d8e5d9-bef3-418b-9011-01bff9f27207 | http://data.europa.eu/esco/skill/61d1dab2-6007-4b7c-9380-cd88207fa30f,przewodzić innym osobom | unieszkodliwianie nieszkodliwych odpadów lub resztek
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b718a43-4295-44cc-9530-78323bbeb663,fermentacja laboratoryjna,released,knowledge,occupation-specific,,"Kroki i wymogi zawarte w fermentacji laboratoryjnej w celu konwersji biomasy w substancje chemiczne, cukry lub paliwa.",http://data.europa.eu/esco/isced-f/0711,inżynieria chemiczna i procesowa
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b73b2a7-aefc-49ef-8b30-b90ca7429984,doradzać klientom w kwestii materiałów budowlanych,released,skill/competence,sector-specific,,"Udzielać klientom szczegółowych porad w kwestii różnych materiałów budowlanych; zalecać zrównoważony rozwój i promować stosowanie materiałów ekologicznych, takich jak drewno, słoma i bambus; promować recykling i użycie odnawialnych i nietoksycznych materiałów.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/3b64ab47-a874-403a-b781-7b23c2fc3c6c | http://data.europa.eu/esco/skill/01c03003-516d-43c6-8477-45c472413521,doradzać innym | doradztwo w zakresie produktów i usług | doradzać w kwestiach budowlanych | doradzać w kwestiach związanych z materiałami budowlanymi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1b94ad6c-c54d-4bdd-858d-81ebef51c5a4,zrównoważone materiały i komponenty stosowane w obuwiu,released,knowledge,sector-specific,,"Przyjazne dla środowiska materiały i komponenty, w tym skóra, wyroby włókiennicze, wyroby syntetyczne, materiały stosowane do produkcji podeszew i wkładek, różne komponenty i akcesoria.
	",http://data.europa.eu/esco/isced-f/0723,"tekstylia (ubrania, obuwie i wyroby skórzane)"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c4fa8a3-7f7e-4c63-a36c-89e4321774d6,analizować zmianę klimatu w ujęciu historycznym,released,skill/competence,occupation-specific,,"Analizować próbki pobrane z pokrywy lodowej, pierścieni drzew, osadów itp. w celu uzyskania informacji na temat zmian klimatu w historii Ziemi oraz ich wpływu na życie na Ziemi.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a,analiza danych naukowych i medycznych | przetwarzać informacje jakościowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1c9bb265-6ff7-428e-9a72-9c8df75178b8,oceniać wpływ działalności przemysłowej,released,skill/competence,cross-sector,,Analizować dane w celu oszacowania wpływu działalności przemysłowej na dostępność zasobów i jakość wód podziemnych.,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,myśleć krytycznie | oceniać wpływ na środowisko | monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1cf20c3c-027e-45f4-bad1-c91b98726d28,udzielać informacji na temat geotermalnych pomp ciepła,released,skill/competence,sector-specific,,"Zapewniać organizacjom i osobom fizycznym możliwości poszukiwania alternatywnych metod dostarczania energii do budynków, uwzględniając koszty, korzyści i negatywne aspekty instalacji i wykorzystania geotermalnych pomp ciepła w kontekście usług komunalnych oraz sprawy, które należy wziąć pod uwagę przy rozważaniu zakupu i instalacji tych pomp.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,doradzać innym | udzielanie porad w sprawach środowiskowych | udzielać informacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1d4ddf05-510a-424a-85d3-2305558665c5,prowadzić badania dotyczące projektów w dziedzinie energii oceanicznej,released,skill/competence,sector-specific,,Prowadzić badania dotyczące projektów w dziedzinie energii fal i pływów morskich oraz rozwijać projekty od etapu koncepcji do etapu realizacji.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,prowadzenie badań naukowych lub rynkowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1de91358-6ad3-4513-b975-396c61cf8858,doradzać w kwestiach związanych z dostosowanymi do potrzeb systemami wentylacyjnymi,released,skill/competence,sector-specific,,"Prowadzić badania i doradzać w zakresie systemu wentylacji, który odpowiada zapotrzebowaniu na energię, ale również gwarantuje dobrą jakość powietrza w pomieszczeniach zgodnie z minimalnymi poziomami jakości powietrza w pomieszczeniach. Rozważać alternatywne metody wentylacji (np. wentylacja grawitacyjna, wykorzystanie efektu kominowego, wentylacja naturalna).
	",http://data.europa.eu/esco/skill/eb6cc4ba-4bb8-4348-9a3b-dc419558f66a,udzielanie porad w zakresie wzorów lub stosowania technologii
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e25d043-0307-4e50-8a19-9e7cce22caea,oceniać potrzeby w zakresie konserwacji,released,skill/competence,sector-specific,,"Oceniać i wymieniać potrzeby w zakresie konserwacji/odbudowy, zarówno w odniesieniu do obecnego, jak i planowanego przyszłego wykorzystania.",http://data.europa.eu/esco/skill/d62d2b4c-a6f8-439e-8a1b-4f29ab5f2c47 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,podejmować decyzje | analiza i ocena informacji i danych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1e3222fa-724d-41f0-9b0a-e88d1003cd35,przeprowadzać studia wykonalności dotyczące absorpcyjnego chłodzenia z wykorzystaniem energii słonecznej,released,skill/competence,sector-specific,,"Przeprowadzać ewaluację i ocenę potencjału zastosowania chłodzenia z wykorzystaniem energii słonecznej Prowadzić znormalizowane badania w celu oszacowania zapotrzebowania budynku na chłód, kosztów i korzyści oraz oceny cyklu życia, a także badania naukowe wspierające proces podejmowania decyzji.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,sporządzać studium wykonalności | analiza operacji biznesowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1ead478f-4e9d-4aa7-a728-823fc1e894f5,identyfikować rodzaje odpadów,released,skill/competence,sector-specific,,"Identyfikować materiały odpadowe podczas zbiórki i sortowania, aby ocenić, czy należy je poddać recyklingowi, usunąć lub poddać innej obróbce.
   ",http://data.europa.eu/esco/skill/485b2e3b-f883-46d8-901f-ab521d4f8e58,sortowanie materiałów lub produktów
