conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a0532c2-ee60-4410-8e07-70e4d69370ec,zarządzać zautomatyzowaną kontrolą procesu,released,skill/competence,cross-sector,,Obsługa systemu kontroli procesu lub automatyzacji (PAS) używanego do automatycznego sterowania procesem produkcyjnym.,http://data.europa.eu/esco/skill/bf4196e4-839c-4f5f-b13b-eeed07ede160,obsługa przemysłowych urządzeń precyzyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a099c81-6a0c-4f00-bb3b-990d23ec03a5,zarządzać procesem żądania zmian w ICT,released,skill/competence,sector-specific,,"Określić motywację do zmian technologii informatycznych-komunikacyjnych, określając, jakie zmiany w systemie muszą należy wprowadzić, i zarządzać ich wykonaniem.",http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,kierowanie działaniami operacyjnymi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a30e5a8-60a8-4fda-9f89-8e9cee38da5a,używać języka opisu interfejsu,released,skill/competence,occupation-specific,,Używać języka specyfikacji do opisu połączenia interfejsu między komponentami oprogramowania lub programami w sposób niezależny od języka programowania. Języki obsługujące tę metodę to między innymi CORBA i WSDL.,http://data.europa.eu/esco/skill/f6868852-9bf6-4899-a5d6-5f9532fb877d | http://data.europa.eu/esco/skill/b0096dc5-2e2d-4bc1-8172-05bf486c3968 | http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,projektować interfejsy komponentowe | projektować interfejsy aplikacji | programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a52bed5-fd29-45fb-aba6-e32bccfda1c1,planować migrację do chmury,released,skill/competence,sector-specific,,"Wybierać istniejące obciążenia i procesy dotyczące potencjalnej migracji do chmury oraz narzędzia migracyjne. Określać nową architekturę chmury dla istniejącego rozwiązania, planować strategię migracji istniejących obciążeń do chmury.
	",http://data.europa.eu/esco/skill/1e7ed56a-6d6b-422f-962e-38543d150755 | http://data.europa.eu/esco/skill/39499028-35bf-4d69-9275-fb98902ed88b,zarządzać zmianami w systemie ICT | praca z wykorzystaniem komputerów
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a776a56-6ec1-4790-84b3-46d0be706806,korzystać ze stanowisk radarowych,released,skill/competence,sector-specific,,"Obsługa nowoczesnego radarowego sprzętu nawigacyjnego, aby zapewnić bezpieczną obsługę statku.",http://data.europa.eu/esco/skill/c6c37f68-190e-4482-905c-93007a64ed61 | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,obsługiwać urządzenia radarowe | obsługa sprzętu łącznościowego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a856d55-23b5-4bdc-ad24-3eb5bc83d81f,wdrażać planowanie tras do usług inteligentnej mobilności,released,skill/competence,sector-specific,,"Korzystać ze specjalnych wyszukiwarek, w tym systemów planowania trasy lub podróży, aby proponować optymalne plany podróży na podstawie różnych kryteriów, takich jak środki transportu, czas wyjazdu i przyjazdu, lokalizacja, czas trwania podróży.
	",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0a9acb6b-1139-4be9-b431-3a80a959f2f4,Zwinne zarządzanie projektami,released,knowledge,sector-specific,oprogramowanie do zarządzania agile | zwinne zarządzanie projektami,"Elastyczne podejście do zarządzania projektem to metoda planowania zasobów ICT, zarządzania nimi i ich kontroli w celu realizacji konkretnych celów i wykorzystania narzędzi ICT do zarządzania projektami.",http://data.europa.eu/esco/isced-f/0413 | http://data.europa.eu/esco/skill/bec4359e-cb92-468f-a997-8fb28e32fba9,zarządzanie i administracja | metodologie zarządzania projektami ICT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabcae7-71de-456e-8e38-d9e40a4e0272,nowoczesne systemy sygnalizacji kolejowej,released,knowledge,sector-specific,nowoczesne systemy sygnalizacji energetycznej stosowane w eksploatacji kolei | nowoczesne systemy sygnalizacji semaforowej | systemy sygnalizacji mocy stosowane w eksploatacji kolei | systemy sygnalizacji stosowane w nowoczesnej infrastrukturze kolejowej | nowoczesne systemy sygnalizacji zasilania kolejowego | systemy sygnalizacji zasilania kolei | nowoczesne systemy sygnalizacji stosowane w infrastrukturze kolejowej | systemy sygnalizacji mocy stosowane w nowoczesnej infrastrukturze kolejowej | systemy sygnalizacji kolejowej | systemy sygnalizacji mocy stosowane w infrastrukturze kolejowej | nowoczesne systemy sygnalizacji energetycznej kolei,"Nowoczesne systemy sygnalizacji i zastosowanie technologii cyfrowych w celu poprawy funkcjonowania urządzeń sygnalizacyjnych.
	",http://data.europa.eu/esco/isced-f/1041,usługi transportowe
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ab03c6c-281b-48f4-83e0-10eeb27a1bae,systemowe narzędzia do zarządzania siecią,released,knowledge,sector-specific,,"Oprogramowanie lub sprzęt, który umożliwia monitorowanie, analizę i nadzór nad poszczególnymi komponentami sieci lub częściami sieci w ramach większego systemu sieciowego.",http://data.europa.eu/esco/skill/d0c6d77e-cb25-4770-bf77-2073fc5f7523 | http://data.europa.eu/esco/isced-f/0612,infrastruktura ICT | projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0af062de-eb43-41e9-9b96-249e2cd22d26,używać języków znaczników,released,skill/competence,sector-specific,wykorzystywać języki znaczników | korzystać z języków znaczników | używać XHTML | stosować języki znaczników | używać HTML,"Używać języków komputerowych, które można odróżnić składniowo od tekstu, aby dodawać adnotacje do dokumentu, określać układ i typy dokumentów, takie jak HTML.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programowanie systemów komputerowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b0335f3-0aa1-491e-895e-81fc8774a300,opracować metody automatycznego przenoszenia informacji,released,skill/competence,sector-specific,,"Zapewnić automatyczne przesyłanie informacji ICT między typami, formatami i systemami pamięci, aby oszczędzić ludziom pracy przy ręcznym wykonywaniu zadania.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,opracowywanie strategii i procedur operacyjnych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b449eb1-d082-4e62-95d7-5cf59bdf2097,korzystać z nowoczesnych elektronicznych pomocy nawigacyjnych,released,skill/competence,sector-specific,,"Wykorzystywanie nowoczesnych pomocy nawigacyjnych, takie jak systemy GPS i systemy radarowe.",http://data.europa.eu/esco/skill/6efef9df-ac86-45ca-8b1b-a8178ef17b5c | http://data.europa.eu/esco/skill/0a88a13f-693a-4dde-b44c-22e6f98fabc6,rozwiązywać problemy związane z lokalizacją i nawigacją za pomocą narzędzi GPS | obsługa sprzętu łącznościowego
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ba0717c-3a7a-45a3-834c-59c554e56c72,przekładać formuły na procesy,released,skill/competence,sector-specific,,Przekładać określone wzory laboratoryjne i ustalenia na procesy produkcyjne za pomocą modeli komputerowych i symulacji.,http://data.europa.eu/esco/skill/9bdf8a77-8524-43da-bac6-d15d22e1b7ed,wprowadzanie informacji i ich przetwarzanie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c66036a-3bdd-4955-8343-985f4697af64,zarządzać bazą danych dawców,released,skill/competence,cross-sector,,Tworzyć i stale aktualizować bazę danych zawierającą dane osobowe i status dawców.,http://data.europa.eu/esco/skill/4463a721-69f3-413d-8321-43e3af13a4f1 | http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,korzystać z baz danych | zarządzanie informacjami
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0c9f20cb-32fb-4ff7-877e-508762791151,RAGE (systemy tworzenia gier cyfrowych),released,knowledge,sector-specific,,Ramy oprogramowania składające się ze zintegrowanych środowisk rozwoju i specjalistycznych narzędzi projektowych przeznaczonych do szybkich iteracji gier komputerowych pochodzących od użytkowników.,http://data.europa.eu/esco/skill/966f2fd3-3de6-42da-b87c-da924c6d7960 | http://data.europa.eu/esco/isced-f/0211,systemy tworzenia gier cyfrowych | techniki audiowizualne i produkcja medialna
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cc02ab5-da14-4fd4-963d-192fe71d3225,oceniać zintegrowane systemy automatyki domowej,released,skill/competence,sector-specific,,"Rozumieć projekty i specyfikacje dostarczane przez producentów zintegrowanych systemów automatyki domowej i wybierać koncepcje, która spełniają określone potrzeby w ramach danego projektu.
	",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/1f2950c0-ef1e-44b4-9a55-125ccd7b78af,myśleć krytycznie | analiza i ocena informacji i danych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ccdfe98-f845-4598-84a1-3dca66e9d9a3,Ruby (programowanie komputerowe),released,knowledge,sector-specific,Ruby lang | Ruby-gnome2 | Ruby prog,"Techniki i zasady opracowywania oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w programowaniu Ruby.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cd6dcf1-5778-42a5-b685-4d01ae4a4871,język programowania Common Lisp,released,knowledge,sector-specific,,"Techniki i zasady opracowywania oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w języku Common Lisp.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ce96a86-7a28-4c44-9e59-591375310894,gromadzić dane na temat pogody,released,skill/competence,cross-sector,gromadzić dane meteorologiczne,"Zbierać dane z satelitów, radarów, zdalnych czujników i stacji pogodowych, aby uzyskać informacje o warunkach i zjawiskach pogodowych.",http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,zarządzać danymi ilościowymi | monitorowanie warunków środowiskowych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ced619a-0f59-4802-88ea-e97bf1b57f95,optymalizować użyteczność floty,released,skill/competence,sector-specific,,"Optymalizować wykorzystanie floty, widoczność, wydajność i rentowność dzięki zastosowaniu specjalnego oprogramowania do zarządzania statkami.",http://data.europa.eu/esco/skill/de7d8271-2410-4fab-bcb4-19e4d1965984 | http://data.europa.eu/esco/skill/f73c2c9e-b097-4fcb-95d1-659ea0bd54a3 | http://data.europa.eu/esco/skill/e7211c0c-e571-4d61-bfda-3bea3953151d | http://data.europa.eu/esco/skill/36dc2bd2-3d9a-4a84-ad70-918a539c4311 | http://data.europa.eu/esco/skill/60851cc6-ad2e-468f-96e0-ef381615f324,monitorować operacje wykonywane przez flotę pojazdów | przydzielanie zasobów fizycznych oraz ich kontrolowanie | zarządzać flotą przedsiębiorstwa | zarządzać flotą statków | planować konserwację floty drogowej
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d168770-4d9c-4096-b048-a6577818d306,Apache Maven,released,knowledge,sector-specific,,"Narzędzie Apache Maven jest programem służącym do określania konfiguracji, kontroli, rozliczania statusu i audytu oprogramowania podczas jego opracowywania i utrzymania.",http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f | http://data.europa.eu/esco/isced-f/0613,narzędzia zarządzania konfiguracją oprogramowania | tworzenie i analizowanie oprogramowania i aplikacji
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d6714c6-720e-4985-9791-5ab85d28da79,gromadzić dane,released,skill/competence,cross-sector,,Wyodrębniać dane do eksportu z wielu źródeł.,http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,stosować techniki przetwarzania danych | gromadzenie informacji ze źródeł fizycznych lub elektronicznych
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f2cce-245a-4d02-9b8d-2e9946cc4c5d,prowadzić szkolenie przez internet,released,skill/competence,cross-sector,,"Zapewnianie szkoleń z wykorzystaniem technologii internetowych, dostosowanie materiałów edukacyjnych, wykorzystywanie metod e-learningowych, wspieranie uczniów i komunikacja online. Szkolenie w wirtualnych klasach.",http://data.europa.eu/esco/skill/699e7c26-6502-4e78-a823-3656ff5a5b8b | http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,instruować inne osoby | nauczanie i szkolenie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0da6cab1-0ee9-4391-a299-f71fbf21db56,trasowanie sieci ICT,released,knowledge,sector-specific,,"Procesy i techniki wyboru najlepszych ścieżek w ramach sieci ICT, przez które może się przemieszczać paczka.",http://data.europa.eu/esco/isced-f/0612,projektowanie baz danych i sieci oraz administrowanie nimi
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0daaf096-1639-461c-bf1a-bbeea77e6b67,polityka zarządzania ryzykiem wewnętrznym,released,knowledge,sector-specific,wewnętrzna polityka zarządzania ryzykiem | zarządzanie ryzykiem wewnętrznym | strategia zarządzania ryzykiem wewnętrznym,"Wewnętrzne strategie zarządzania ryzykiem, które określają, oceniają i szereguje pod względem ważności zagrożenia w środowisku informatycznym. Metody stosowane do minimalizowania, monitorowania i kontrolowania możliwości i wpływu katastrofalnych zdarzeń, które mają wpływ na osiągnięcie celów biznesowych.",http://data.europa.eu/esco/isced-f/0413,zarządzanie i administracja
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dc7aa1b-b5af-4f4b-81ce-ee22ed8b6926,oceniać stan wiedzy z zakresu ICT,released,skill/competence,sector-specific,oceniać wiedzę z zakresu ICT | oceniać stan wiedzy ICT | wykorzystywać dostępną wiedzę z zakresu ICT | wykorzystywać dostępną wiedzę z zakresu IT | przekształcać wiedzę cichą w wiedzę formalną.,"Oceniać zdolności wykwalifikowanych ekspertów w systemie ICT, aby wyraźnie wskazać je do dalszej analizy i użytkowania.",http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9 | http://data.europa.eu/esco/skill/c206d301-14b0-4bea-8028-a3749303a512,myśleć krytycznie | monitorowanie i ocena wyników osób
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0dcbf7c5-bedf-4485-b16b-23df54443864,przekładać koncepcje wymagań na treść,released,skill/competence,sector-specific,,Opracowywanie treści cyfrowych poprzez zastosowanie określonych wymogów i wytycznych.,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,przetwarzać informacje jakościowe | wykorzystywanie narzędzi cyfrowych do współpracy i produktywności
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0de61385-de6d-4146-ba32-1cc1bc102220,Lisp,released,knowledge,sector-specific,,"Techniki i zasady opracowywania oprogramowania, takie jak analiza, algorytmy, kodowanie, testowanie i kompilacja paradygmatów programowania w języku Lisp.",http://data.europa.eu/esco/skill/21d2f96d-35f7-4e3f-9745-c533d2dd6e97 | http://data.europa.eu/esco/isced-f/0613,programowanie komputerowe | tworzenie i analizowanie oprogramowania i aplikacji
